"ids","rel.ids","mzs","RTs","Int"
"43","11","345.721878273963","411.856821963662","328404800"
"67","11","530.297076008568","412.830809674944","247167728"
"165","11","531.300223429692","412.82215663365","77991496"
"166","11","346.223026194222","411.844341169085","77338816"
"396","11","689.434278608002","411.835696847098","27729888"
"821","11","532.303161572182","412.839467075893","13213492"
"890","11","346.724434026951","411.809735107422","12130006"
"948","11","356.210886506427","411.541494315011","11219287"
"1004","11","388.736384415433","411.636694335937","10409980"
"1027","11","690.437504588526","411.757839529855","10155309"
"1263","11","614.302909260891","411.714571707589","7653943"
"1845","11","356.71293600186","411.455010986328","4575729.5"
"1906","11","389.237976085858","411.671266392299","4377915.5"
"2478","11","229.154509018805","411.969553897255","3102734.75"
"2905","11","691.440301733575","411.757839529855","2553339.5"
"15","12","124.039202969662","53.5461838370875","718169792"
"257","12","125.042435563241","53.53568871816","48016048"
"16","13","182.081073139382","64.3584606772975","713799616"
"187","13","183.084133647903","64.3797242906358","70965160"
"301","13","165.054537779192","64.388164308336","38737420"
"370","13","148.0966897061","63.9354028199848","29932172"
"384","13","136.075612229037","64.3906507993999","29022858"
"443","13","289.150568286828","64.5107129778181","24917304"
"686","13","266.147892660811","64.1284788949149","15457739"
"1174","13","123.043989267595","64.4975513659026","8507626"
"2100","13","119.049051603227","64.4325687953404","3839908.25"
"2132","13","166.057912873072","64.3108823503767","3759961.5"
"2182","13","266.649746314846","64.1023731776646","3633270.5"
"2240","13","184.084913382107","64.4325545174735","3506332.25"
"2326","13","147.043998507863","64.4411956787109","3323082.75"
"2492","13","164.056563237452","64.3543106079102","3082994.5"
"2609","13","307.20521835102","64.3978039332799","2940466.75"
"2751","13","91.0542091043053","64.5475045254356","2829684"
"2940","13","137.078934523114","64.4064533778599","2518918"
"17","14","245.076659529383","58.5985595301578","690610368"
"20","14","113.034544465608","56.5037297700581","575321472"
"87","14","489.146407427271","59.9654090187766","186819040"
"146","14","267.058594085365","60.6108657218315","88133176"
"179","14","246.079957724413","59.1813957816676","72117032"
"248","14","374.119221557673","60.796843697043","51795116"
"299","14","490.149925713878","59.9929495724765","39396560"
"415","14","114.037901784849","56.831984068218","26355268"
"579","14","511.12855398957","61.0124315782027","18141684"
"689","14","120.065443767632","60.1417280661093","9066188"
"1131","14","268.061896953133","61.0953143726696","8986577"
"1169","14","247.08059524463","60.1520059005074","8580992"
"1206","14","491.151784395141","60.1031346754594","8250502"
"1252","14","375.122849928641","60.8635936918713","7711586.5"
"1265","14","133.049412753096","60.5511632216604","7645613"
"1296","14","115.038892247974","59.1653334968968","7362353.5"
"1593","14","188.091562479479","59.5873406899942","5626798"
"1818","14","96.0079340336508","60.1932051285453","4682325"
"2123","14","512.132124819724","60.9986230676824","3784228"
"2267","14","97.0283998958129","60.0900566703395","3444837.25"
"21","15","235.11883021865","60.1414223748284","554790336"
"192","15","236.121891014522","59.9883123125349","69868528"
"229","15","291.137717661579","58.9837677001953","57208888"
"1336","15","292.139247508268","59.0010815211705","7139731.5"
"2057","15","246.144516122544","59.5727879115513","3948246.75"
"2196","15","237.125389012606","60.0575760977609","3624108"
"2887","15","126.054883562129","60.2122517635948","2568428.75"
"2911","15","106.068457039256","60.2970593770345","2547885.25"
"22","16","130.049788764311","61.1403226350483","539317120"
"119","16","259.092367358151","60.9225476917468","119145216"
"201","16","152.03166994813","61.7956993705348","68902888"
"254","16","158.092273347461","61.2167316127468","48634852"
"358","16","131.053017324451","61.0980290864643","30760862"
