"ids","rel.ids","mzs","RTs","Ints","relationship","isotope.pattern","charge"
718,232,505.386626210199,194.082804933863,1630793.99776938,"bp",2,1
2093,5428,505.386443906384,202.449621375077,486810.147298177,"bp",0,1
3679,94,555.40217230509,205.857904694047,240465.22154182,"potential bp",1,1
6645,94,549.379465950407,206.999109312939,104708.905965642,"potential bp|isotope",3,1
3110,6038,484.472259141444,203.406173718462,298889.204971298,"bp",NA,NA
3804,332,484.472292637205,205.15026177054,231535.462752612,"potential bp",3,1
15913,155,814.176742608684,212.18196177395,18048.3701019003,"potential bp|isotope",1,1
13382,155,628.181279624902,212.545311924808,28278.3611337489,"",NA,NA
115,16,778.232281519942,157.192835841844,10863624.5359093,"",NA,NA
16436,155,238.080409454983,212.109198403185,16118.5543453332,"",NA,NA
15289,155,799.201236991393,212.369090313955,20359.3636007582,"potential bp|isotope",3,1
12041,155,813.176968580931,212.170542323673,35373.9198911161,"potential bp|isotope",1,1
13024,155,843.260086724619,212.282560731366,29855.7163411182,"potential bp",0,1
16583,155,844.261153319582,212.254725144716,15545.9503718817,"potential bp|isotope",0,1
16158,155,860.325346107157,212.47930844698,17153.4005066895,"",NA,NA
15846,155,725.163367589048,212.082513139434,18295.3334318704,"",NA,NA
14883,155,743.193960283924,212.18196177395,21957.5011681907,"",NA,NA
11138,155,798.203262645994,212.115873036606,41969.0571970645,"potential bp|isotope",3,1
11688,155,812.178736416675,212.121386674351,37785.8888758617,"potential bp|isotope",1,1
4944,5308,419.315614909974,162.138205397782,159603.015754705,"bp",NA,NA
4902,4896,419.315667767484,153.515625530359,161191.437063335,"bp",NA,NA
13681,155,742.195779379966,212.231886244162,26888.5777914512,"",NA,NA
9946,155,811.17835696166,212.148073294165,52825.6401520201,"potential bp",1,1
12363,155,842.259031462587,212.307096278898,33392.6234733216,"",NA,NA
14792,293,912.239261589767,210.440122367383,22271.699880634,"potential bp|isotope",1,1
11135,155,833.274000726172,212.282560731366,42037.2211573395,"potential bp",2,1
14616,293,911.239521575549,210.600212979136,22975.7728678654,"potential bp|isotope",1,1
9333,3473,730.540117786986,212.374881451276,60107.6221435947,"bp",0,1
85,16,777.233862500595,157.179990599487,12652251.1596985,"",NA,NA
7464,155,797.204674835204,212.148073294165,87949.6157756494,"potential bp|isotope",3,1
9937,155,832.275214134547,212.282560731366,52915.5420222404,"",NA,NA
13929,155,834.273844604484,212.367638319431,25746.7514038312,"potential bp|isotope",2,1
11129,155,841.25807108574,212.208756728658,42083.9836694959,"",NA,NA
2650,94,229.180032415212,206.069368003943,365863.145636345,"potential bp",2,1
11480,155,627.18162555733,212.49719692433,39316.2112756334,"",NA,NA
6501,155,796.210376922331,212.148073294165,108618.754845508,"potential bp|isotope",3,1
4152,94,548.379331444977,206.985590657243,204139.552317728,"potential bp|isotope",3,1
6659,203,548.379481569758,213.962471140699,104463.672238191,"potential bp|isotope",0,1
12130,155,741.194770365792,212.109198403185,34753.6744816298,"",NA,NA
4812,155,795.227536242615,212.208652655384,165534.469111972,"potential bp|isotope",3,1
3000,94,533.409312188765,206.344198524994,313397.155151514,"bp|isotope",6,1
9125,155,831.274059963131,212.277851200668,62883.6563074342,"",NA,NA
796,94,532.405898069083,206.36488380422,1480995.05764539,"bp|isotope",6,1
2036,203,532.405068405963,214.016260477292,505769.300835619,"bp|isotope",1,1
1702,94,547.376082771981,206.995689114497,624784.175075706,"potential bp",3,1
3268,203,547.376116164335,213.937630082575,280558.041748059,"potential bp",0,1
8961,155,626.180874198003,212.575899055051,64779.7007259154,"",NA,NA
193,24,853.250755041789,186.124361110155,6562835.3141976,"",NA,NA
12481,3474,584.560696743052,212.111987771108,32703.466382863,"bp",NA,NA
5418,332,631.490452646956,204.544318113671,140871.13100865,"potential bp",4,1
11089,7945,387.383005083343,207.686951611804,42378.8156758585,"bp",NA,NA
7844,380,516.425812950223,213.073255228699,81562.3935965891,"bp",0,1
6836,4178,519.401912553958,213.589350036269,100509.105759249,"bp",NA,NA
5116,209,349.350593862439,133.142653192922,152052.99189195,"bp|isotope",1,1
5043,3029,468.38937155372,45.0983680831227,155692.432218733,"bp",NA,NA
2648,155,794.246114477404,212.193543050639,365956.305513206,"potential bp|isotope",3,1
8384,155,237.079472609026,212.406773031528,72074.315581156,"",NA,NA
1902,94,337.273928454898,206.209554406315,547722.28119505,"potential bp",4,1
45,16,776.233057211623,157.167995646759,15714268.9325918,"bp",NA,NA
3977,117,485.381182669711,96.3607877969766,218096.531919255,"potential bp",5,1
7063,5666,453.393337484627,204.001138844006,95755.9479269881,"bp",0,1
5839,3318,553.486700545389,127.120749274555,126724.080948486,"bp|isotope",0,1
1432,155,793.247696544148,212.140824119841,754431.83738915,"potential bp|isotope",3,1
2591,3318,552.483595830218,127.132738969869,378505.55783003,"bp",0,1
10678,2745,508.456091790661,86.4348874519188,45963.4238770209,"bp",NA,NA
2322,238,508.457391952038,133.990619273857,432661.936148713,"bp",0,1
1810,3415,508.457147452565,163.730812441868,584547.202191324,"bp",NA,NA
4960,1326,508.454604920026,219.815642214654,159015.425349129,"bp",NA,NA
8808,4652,508.456798616523,201.174838492972,66622.7958010453,"bp",NA,NA
3345,4464,508.457069947364,151.732657471296,271745.954286058,"bp",NA,NA
9634,448,508.457785342645,106.290077840875,56447.0708436801,"bp",NA,NA
7312,7948,508.45677613132,192.316027329565,90792.450399693,"bp",NA,NA
10555,4875,508.456657095274,90.2340043602809,47065.345884974,"bp",NA,NA
5278,4095,508.457011094156,125.087638705923,146099.596004883,"bp",NA,NA
16269,396,687.218227968814,217.09336136881,16755.7774624766,"",NA,NA
13981,396,686.217706641563,217.020510563365,25532.4799144814,"bp",NA,NA
13967,588,686.217098651641,217.499399592558,25585.0204315646,"bp",NA,NA
5485,238,509.460433818354,134.019855319365,138225.884411934,"bp|isotope",0,1
1891,94,491.409527059814,206.232622420306,554674.477347913,"potential bp",5,1
2042,6230,491.409419509975,213.22522281664,503514.875878652,"bp",0,1
16245,34,936.225430660319,220.222120075682,16844.5378283571,"",NA,NA
1348,94,527.450352921044,206.240308984511,807566.129507598,"potential bp|isotope",7,1
16236,34,999.343350636693,219.725836924608,16883.731342097,"potential bp|isotope",2,1
16204,34,894.229740627969,220.222070842705,17017.6921239398,"potential bp|isotope",1,1
15594,34,652.145400311836,220.119785900306,19259.2110007181,"",NA,NA
8876,34,268.980802418468,220.497181432816,65905.999668293,"",NA,NA
13792,34,873.200631064987,220.222168906265,26374.9673070219,"",NA,NA
14639,34,874.201414554107,220.227763952992,22878.1438041811,"",NA,NA
15114,34,875.199903043829,219.897808451116,20973.7454483826,"",NA,NA
9103,34,283.042294167542,220.530227686166,63118.107790844,"",NA,NA
14725,34,324.986639926053,220.230660605821,22522.9652102234,"",NA,NA
13223,34,651.14447539217,220.223935219025,28977.3647931939,"",NA,NA
13726,34,953.204719525579,220.439146089502,26688.1399449965,"potential bp|isotope",5,1
14039,34,327.057550906077,220.432713639493,25300.855622616,"",NA,NA
10469,34,935.222918003114,220.266160352035,47760.1065879221,"potential bp|isotope",8,1
12264,34,952.204338576718,220.319198011909,33916.0531769663,"potential bp|isotope",5,1
13545,34,385.044020225056,220.453990595308,27551.1399081535,"",NA,NA
9835,34,950.19577336651,219.836121220409,53985.9696251942,"potential bp|isotope",5,1
12952,34,982.32846135661,220.146652167787,30157.5951246415,"potential bp|isotope",0,1
11632,34,998.344211356086,220.214354544655,38164.288633904,"potential bp|isotope",2,1
16074,34,297.082147356629,220.240393472148,17456.1409234951,"",NA,NA
10726,16,344.97874416872,157.200889275561,45426.786870561,"",NA,NA
11379,24,344.978845915602,186.116113479782,40109.251959829,"",NA,NA
12011,34,344.978722249258,220.444860275808,35519.2718078613,"",NA,NA
15366,34,402.075924575851,219.850179126769,20115.5441682712,"",NA,NA
8404,34,892.231395331991,220.292679181972,71753.5247483308,"potential bp|isotope",1,1
11616,34,893.230111679953,220.233515893396,38271.8536013672,"potential bp|isotope",1,1
10167,34,951.201516702497,220.108037083848,50473.0251520141,"potential bp|isotope",5,1
12127,34,981.324955899088,220.24117336133,34766.2314104046,"potential bp",0,1
14219,34,329.036922605745,220.635014944201,24564.4579986598,"",NA,NA
271,94,531.402309515447,206.404052234812,4487938.03072866,"bp",6,1
779,203,531.402317657107,214.020613714187,1510408.2021568,"bp",1,1
15593,4499,780.226781445579,222.509909868469,19261.3402475179,"potential bp|isotope",0,1
11666,34,980.314084778018,220.180657169497,37913.7971079911,"",NA,NA
14339,34,432.086639706133,220.246966666987,24107.0041927569,"potential bp|isotope",4,1
14778,34,207.032345456779,219.946229286217,22318.8950820538,"",NA,NA
9277,34,286.010406613372,220.565911232475,60832.6586743539,"",NA,NA
9123,34,979.281682749574,220.056163336387,62919.1930039215,"potential bp|isotope",3,1
8638,34,997.345750109892,220.16811404285,68705.1653280995,"potential bp|isotope",2,1
10809,34,970.29298472847,220.249838122715,44736.9622864871,"",NA,NA
6108,34,996.346047151318,220.198071521055,119147.922358837,"potential bp|isotope",2,1
5757,34,891.231643957097,220.241703252982,129252.634770257,"potential bp",1,1
6094,34,934.223501826357,220.193572139279,119614.646663581,"potential bp|isotope",8,1
6062,34,949.196384786571,219.536060730638,120493.199254468,"potential bp|isotope",5,1
11235,34,209.012691192022,220.432713639493,41184.3380563843,"",NA,NA
5484,34,994.346501866126,220.152337620735,138232.728655956,"",NA,NA
11170,34,342.109611053412,220.307128418126,41686.3892439697,"",NA,NA
12335,34,361.02659367587,220.308754525084,33557.2357444587,"",NA,NA
3238,34,933.224556369493,220.221773765413,284300.235458228,"potential bp|isotope",8,1
13837,4499,779.22834890745,222.420684258873,26181.3639815475,"potential bp|isotope",0,1
4693,34,889.232194835125,220.17596647818,171548.542087766,"",NA,NA
5250,34,890.232970831791,220.228029569814,147192.261965705,"",NA,NA
4252,34,976.28035811958,220.130559694363,197798.387794247,"",NA,NA
5684,34,995.347387410814,220.234882323119,131696.989382612,"potential bp",2,1
4106,34,948.197672170465,219.524239995879,208165.310824518,"",NA,NA
7892,34,969.294165978537,220.152337620735,80730.2895757123,"potential bp|isotope",6,1
10202,34,360.029123472522,220.518255261066,50092.1629417661,"",NA,NA
4033,34,975.279471576994,220.08071271456,213264.220030905,"",NA,NA
4464,34,977.28082191022,220.126451042179,184317.230271712,"potential bp",3,1
4207,94,492.412420246325,206.256098034814,200946.861442079,"potential bp|isotope",5,1
10760,34,226.043836600066,220.665214419649,45090.5029169773,"",NA,NA
12064,34,358.068067736828,220.9473803595,35198.7297405093,"potential bp|isotope",7,1
16273,76,769.15429184839,224.682462382826,16743.9070285034,"potential bp|isotope",12,1
724,155,792.247738737966,212.148073294165,1606807.82573269,"potential bp",3,1
10464,34,299.026934453106,220.642617682724,47793.690768606,"",NA,NA
10116,34,342.018786676956,220.396362358595,51003.3631545411,"",NA,NA
9465,34,401.075168118091,220.454893145961,58534.5927192776,"",NA,NA
10823,34,446.120622046772,220.530227686166,44564.3026581166,"",NA,NA
12236,76,768.156060628645,224.824347126168,34022.0603119263,"potential bp|isotope",12,1
15293,76,783.129139352919,224.847363275274,20355.5997735762,"potential bp|isotope",0,1
5416,34,968.295267376573,220.266160352035,141067.100137008,"potential bp|isotope",6,1
14739,76,782.1306435074,225.026455833833,22480.4541076788,"potential bp|isotope",0,1
15424,76,801.227162177014,225.650564412098,19879.0064179327,"",NA,NA
12574,76,781.130026443941,224.847363275274,32214.630832086,"potential bp",0,1
9296,34,266.999597278478,220.38918968946,60497.6391352438,"",NA,NA
8090,34,489.145882260909,220.458629965304,77188.3250607036,"",NA,NA
13906,76,811.211261630983,225.346873360299,25872.3475085485,"potential bp",1,1
5515,76,994.82274361616,225.422014119217,137090.569938991,"potential bp|isotope",16,1
2369,34,945.198483202609,219.53434323712,424543.959911427,"",NA,NA
7344,76,766.164234435579,224.81114043926,90165.21526667,"potential bp|isotope",12,1
3707,34,285.010022934317,220.402573658217,238955.080615556,"",NA,NA
8534,76,767.157510738131,224.876962759509,70080.0101511121,"potential bp|isotope",12,1
5244,76,486.422780236567,224.865135733494,147417.517413445,"potential bp|isotope",3,1
5408,76,765.183319346325,224.690450964616,141370.206702246,"potential bp|isotope",12,1
2654,34,946.19930688734,219.641474856832,365320.070213065,"",NA,NA
6627,34,445.119686453236,220.573563683176,105108.884269352,"",NA,NA
12124,155,445.119605575618,211.513506389243,34773.5813358541,"",NA,NA
604,155,791.249132598952,212.176724444584,1968197.53726705,"",NA,NA
1910,34,932.225945505661,220.228029569814,543838.719085743,"potential bp|isotope",8,1
7062,34,415.127280376797,220.494184730615,95759.763429976,"",NA,NA
11396,4499,415.127389629916,223.629005857147,39962.7397959154,"",NA,NA
7657,76,572.524174503759,224.71037755256,84744.6565493654,"potential bp",2,1
2528,76,504.453052822913,224.836172284653,391342.226832835,"potential bp|isotope",11,1
5075,76,525.379169415116,225.393586103075,154131.924005744,"potential bp|isotope",9,1
8181,76,786.554360141868,225.273255789156,75498.8988212558,"potential bp|isotope",4,1
437,155,790.24818453889,212.105257385817,2679840.69194767,"bp",NA,NA
6372,34,430.089327622537,220.399468008406,111986.830885374,"",NA,NA
12724,155,430.08943268292,211.684866126372,31295.6902038324,"",NA,NA
8045,34,431.086780288391,220.463930734743,78070.9008642065,"potential bp",4,1
14628,155,431.085958671172,211.77359778387,22917.9013807896,"",NA,NA
9074,5495,573.393279450643,229.685495706681,63564.9568027176,"bp",0,1
2913,231,286.245962669719,223.470471700339,325221.0550448,"bp|isotope",1,1
9398,4499,372.101639801662,223.414667893962,59359.2163072659,"",NA,NA
2680,34,947.197879822067,219.723027829266,360343.894540346,"potential bp",5,1
1747,76,993.820465445817,225.204029055752,606553.75128422,"potential bp|isotope",16,1
3023,76,764.198778231199,224.604607279448,309246.624594408,"potential bp|isotope",12,1
8949,293,764.198407988786,209.897142707275,64947.1740697022,"bp|isotope",0,1
4245,34,967.295503331088,220.132761106694,198353.815986395,"potential bp",6,1
7982,34,282.051897980044,220.376961178175,79139.2810116767,"",NA,NA
14526,155,282.051915587175,211.586129788771,23299.5748726068,"",NA,NA
3252,76,469.413824059222,224.73595905471,282830.762222824,"potential bp|isotope",10,1
7117,138,469.410353634935,232.095852656045,94808.1250585473,"potential bp|isotope",0,1
5362,34,357.067915209156,220.591519044191,142705.841741962,"potential bp",7,1
12015,155,357.067905346642,211.636294186821,35507.7686372245,"",NA,NA
9603,76,357.068155936549,224.233421107256,56883.5118634557,"",NA,NA
2117,76,485.419387507414,224.746303365104,479774.309214791,"potential bp",3,1
6706,76,705.58079063861,225.605953175995,103391.906646595,"potential bp|isotope",7,1
13801,155,504.108057653354,211.910301134151,26340.4633672624,"",NA,NA
13373,34,504.108035616788,220.454893145961,28312.9883162299,"",NA,NA
5673,76,726.560046538517,225.839105691861,132022.042342211,"potential bp|isotope",5,1
705,76,992.81762425501,225.601603536431,1657904.02363338,"potential bp|isotope",16,1
6476,5491,728.520684616694,229.823571239261,109165.239631457,"potential bp",0,1
