"ids","rel.ids","mzs","RTs","Ints","relationship","isotope.pattern","charge"
8842,2965,332.330305996264,521.31767120314,66285.6624767579,"bp",NA,NA
7072,1453,332.330508584872,525.133740848815,95560.5371387256,"bp",NA,NA
6409,2463,332.330572388324,570.114273313716,110943.125206048,"bp",NA,NA
7045,3936,332.330687063209,583.48978357916,96301.7059540049,"bp",NA,NA
9778,7959,332.330639049833,614.395800975511,54648.6210747066,"bp",NA,NA
7828,595,332.330773272195,688.439689672581,81949.4359457194,"bp",NA,NA
8973,556,332.330754548558,703.927290871463,64667.6442508364,"",NA,NA
10203,579,332.330744496555,714.199109303386,50083.690171874,"bp",NA,NA
13613,4054,332.330868788386,801.874347539718,27211.2217153861,"bp",NA,NA
6838,4077,332.330775629204,807.866304742262,100477.080729204,"bp",NA,NA
7693,4386,332.330944805484,819.649032992727,84250.9125844953,"bp",NA,NA
2581,575,332.331016628097,839.069728439328,379875.418825316,"bp",NA,NA
16557,3363,332.33075155259,408.749400140598,15682.6446519257,"",NA,NA
4783,4962,344.984586312654,785.847369856598,166735.269456259,"bp",NA,NA
255,102,391.284613443032,130.017324588767,4823558.35877259,"bp",2,1
657,3149,392.373768091078,119.517868463528,1794394.9704113,"bp",0,1
1086,2569,413.266378605266,51.1617822698924,1031078.91398192,"bp",0,1
399,1462,413.266948287149,80.3522693683728,2919189.50351161,"bp",0,1
459,137,413.266820418683,120.486780099624,2579269.35545852,"bp",1,1
369,3767,413.26677313519,146.82899891522,3190739.89978459,"bp",0,1
544,4214,413.266604801806,165.269917206856,2181098.82443943,"bp",NA,NA
554,4651,413.266415115534,198.761388437966,2144340.3730114,"bp",0,1
1095,3127,413.266304302793,266.590352738589,1024695.20649515,"bp",NA,NA
678,3550,413.266334437093,290.503564492978,1745696.29312918,"bp",NA,NA
1519,277,413.266403669617,317.316589060873,711619.613684804,"bp",0,1
1175,5268,413.266380310716,367.030451268604,940846.128883088,"bp",NA,NA
1417,5148,413.266401778427,404.786880233551,764947.774087832,"bp",NA,NA
1527,5092,413.266503213411,452.03219722924,706851.917911504,"bp",1,1
1180,90,413.266453061156,478.368571714342,935761.714295696,"potential bp",9,1
472,4672,413.266631805572,590.207479278044,2472060.78983147,"bp",NA,NA
341,56,413.266896141552,779.238961648156,3477786.01595847,"potential bp",0,1
1582,3795,413.266091535682,36.4737277625363,675705.684021284,"bp",0,1
1279,3426,413.266361491218,347.727737230442,861182.904991451,"bp",NA,NA
883,161,413.266618258765,94.5892747968354,1330227.37327303,"potential bp",5,1
967,251,413.266476577127,215.015658306954,1172974.91512769,"bp",0,1
1949,89,413.266640594906,570.462732030321,532405.689630557,"potential bp",2,1
1084,230,413.266453868609,179.631876540543,1032572.13311929,"bp",0,1
1404,279,413.266394145072,254.27650725093,772460.729747355,"bp",0,1
1864,4785,413.26639203412,424.836743657168,565355.414050862,"bp",0,1
1139,4141,413.26668958819,111.566210703708,970638.699824995,"bp",0,1
1962,115,413.266360026874,60.1593541061091,525781.799829117,"potential bp",1,1
629,145,413.266687446044,128.959906863488,1885190.01260795,"bp",NA,NA
1306,2667,413.266401526593,309.171818855695,843493.707636479,"bp",NA,NA
569,3776,413.266796518873,145.173612219849,2090616.88597429,"bp",NA,NA
1141,4186,413.266623970137,138.866090811416,967861.33098092,"bp",0,1
4625,3795,414.269763682548,35.8613253730725,175312.41457936,"bp|isotope",0,1
2941,2569,414.269706079772,51.0365851955331,321865.466377467,"bp|isotope",0,1
2139,3509,414.270337569549,75.3717373855149,475194.518243075,"bp|isotope",0,1
945,137,414.270109914226,120.501923152911,1210927.24875235,"bp|isotope",1,1
1285,3767,414.269884319679,147.048778542008,858200.147667179,"bp|isotope",0,1
1825,3417,414.269819527775,163.677222345831,580031.655678996,"bp",NA,NA
2280,4651,414.269784863062,196.791466504801,440921.973141878,"bp|isotope",0,1
4702,277,414.269714578837,317.913006332015,171031.993193473,"bp|isotope",0,1
3742,5092,414.269830665939,452.227435801712,236544.613765782,"bp|isotope",1,1
3728,90,414.269833196716,478.321403638189,237667.197305539,"potential bp|isotope",9,1
2287,161,414.269749439022,94.5328087882729,439459.872639905,"potential bp|isotope",5,1
3319,251,414.269723376981,215.076013653672,274950.539042312,"bp|isotope",0,1
3015,230,414.269709288344,178.878757418007,311051.570071059,"bp|isotope",0,1
3631,279,414.269786368177,254.17205516474,244183.365872336,"bp|isotope",0,1
3348,4141,414.26982012314,111.653998180234,271418.398366944,"bp|isotope",0,1
5018,115,414.269899332383,60.4443770545537,156768.652707966,"potential bp|isotope",1,1
974,102,414.269995533784,129.727827584829,1164435.94221319,"potential bp",3,1
1480,3777,414.269909341358,145.455008074229,732798.762990179,"bp",NA,NA
466,104,436.399815675511,108.103401462335,2538456.00426243,"bp",1,1
4334,1903,437.402773995704,33.8076305688812,192406.176869829,"bp",NA,NA
1641,104,437.403386149983,108.131116159103,650030.512246236,"bp|isotope",1,1
1451,3337,437.403140951749,148.188485999188,745091.287398214,"bp",NA,NA
6222,3075,437.402862591947,501.515636797212,116165.914393062,"bp",NA,NA
3521,4746,437.402755726405,522.137860462551,254306.136357521,"bp",NA,NA
7707,4673,437.402883217708,590.759698391156,84002.6425837884,"bp",NA,NA
16828,560,437.402780520062,747.101581273177,14522.452492675,"",NA,NA
2129,56,437.402819799858,777.18249069676,477662.366221942,"",NA,NA
7690,2730,437.402964561206,581.894358167233,84295.6745955198,"bp",NA,NA
5207,3747,437.402049802401,256.874972926423,148217.081997997,"bp",NA,NA
5107,3294,437.402702157745,454.050244008671,152439.585450919,"bp",NA,NA
5353,2375,437.403291579193,557.757041288852,143119.365852566,"",NA,NA
3477,3331,437.403069519076,128.675687780899,258087.076184899,"bp",NA,NA
6961,6830,437.402894582064,635.477158949573,98000.6485588058,"bp",NA,NA
7234,7597,437.402716457371,768.942125078381,92312.8225239659,"bp",NA,NA
6118,6982,437.403275195412,136.483169937963,118939.118319331,"bp",NA,NA
519,2882,480.426116046014,97.1235008716084,2268878.64573471,"bp",0,1
1653,2882,481.429487952756,97.1079092080743,646875.396970947,"bp|isotope",0,1
1611,1924,612.506320561238,387.618679523542,663060.263906249,"bp",0,1
2746,1924,613.509105172957,387.85104587445,351294.167628675,"bp|isotope",0,1
3386,2510,657.535447478567,436.481355046556,267163.265362679,"bp|isotope",0,1
1144,1,788.622655782176,509.182687905369,964758.709028766,"potential bp|isotope",2,1
17474,285,947.203345017844,15.7360273629655,11468.8291052102,"potential bp|isotope",3,2
14691,114,1135.64533870193,15.9675066096567,22652.9241809581,"",NA,NA
17236,114,528.19150008454,16.3973709910065,12711.4679356201,"",NA,NA
15431,285,1196.86514152743,15.8765418051368,19864.3469707606,"",NA,NA
15789,285,1196.46138164168,15.9413082143579,18489.5054424977,"",NA,NA
17414,113,1366.50186009456,16.2186011634674,11706.7138860168,"potential bp|isotope",12,1
15873,132,871.340434029798,22.0370326513297,18214.7856583079,"",NA,NA
15509,132,357.257798327262,22.3158931687739,19555.3341221619,"potential bp|isotope",3,1
11769,14,894.272274944054,20.3008477264164,37267.2661303666,"potential bp|isotope",8,1
17261,81,103.038921788854,17.0734816875063,12613.7684337479,"",NA,NA
3681,7796,474.216369431859,18.4341430830224,240454.570234026,"bp",NA,NA
17712,81,385.169906598723,17.1334185592596,10037.5843916539,"",NA,NA
13474,5212,421.21975252938,21.0443724739249,27864.7541317907,"bp",NA,NA
12966,1038,468.13812441067,18.3748935826598,30105.3592794769,"bp",NA,NA
16499,132,849.327281084001,22.0115813122784,15878.5176131501,"potential bp|isotope",1,1
14238,81,402.196703494933,17.1009235883177,24509.2748296157,"",NA,NA
14215,132,471.171273153915,22.3327771077806,24588.2655999023,"",NA,NA
12407,81,164.063711360453,17.1873234366106,33107.5304754639,"potential bp|isotope",9,1
12753,132,164.063665255495,22.0729339662213,31153.8225802803,"potential bp|isotope",12,1
8924,14,731.240533123136,20.5230599793852,65287.6498528646,"potential bp|isotope",13,1
14766,1651,96.0887332943139,25.4001502712215,22349.0340543879,"",NA,NA
11671,23,636.235047398909,23.5571435810249,37898.2808320887,"",NA,NA
9777,132,341.282980913468,22.3986791156017,54662.3374306984,"potential bp|isotope",6,1
16320,1613,341.280340878013,26.9601268063436,16584.5762942655,"bp|isotope",0,1
11342,23,766.515851742366,22.7193830598068,40364.1216960306,"potential bp|isotope",16,1
10584,49,384.307603271757,27.2147428756753,46805.9749317754,"",NA,NA
10518,23,754.486239560354,24.1629238407182,47348.7159049072,"potential bp",32,1
8250,2043,295.21010593906,29.482159736484,74469.2499040166,"bp|isotope",0,1
1037,23,275.277467973251,24.1150676089038,1080362.02151228,"bp|isotope",31,1
14761,1622,435.385828911886,28.1605069706592,22369.1967142568,"bp",NA,NA
2458,49,851.397693128876,26.655098350257,404554.605777821,"",NA,NA
13659,5472,315.13619796284,29.160601506837,26983.1719005385,"bp",NA,NA
10443,2050,175.112625083645,29.3899200230637,47943.4270845263,"bp",NA,NA
14709,23,259.282231335062,23.3265522332434,22583.508213063,"potential bp|isotope",24,1
6405,23,439.199414145656,23.9383864843808,111048.073157737,"potential bp|isotope",21,1
14288,197,300.071055740703,35.2085409395177,24321.1390915088,"potential bp|isotope",1,1
15448,1896,532.379259072945,32.9135297788847,19804.419264069,"bp",NA,NA
17409,1904,532.378869730912,33.0297910824698,11724.6340591559,"bp",NA,NA
5174,197,224.06452518868,35.1578523153397,149226.782001687,"",NA,NA
9281,197,226.04507272941,35.0100172613822,60757.4497441752,"",NA,NA
6595,4107,293.208626447464,35.466323718389,106172.588816532,"bp",NA,NA
4192,4102,277.21608370496,35.0314905230639,201819.587985658,"potential bp",0,1
9671,68,884.437386355991,41.7283688689765,55911.4406838073,"potential bp",2,1
11799,125,489.143113894058,46.2636283366764,37086.6560971178,"",NA,NA
14132,125,193.07088074424,46.1985881070952,24934.4692229011,"",NA,NA
1076,156,374.363142198467,39.2235415364357,1040399.81151071,"bp",2,1
11145,3604,286.310827823124,42.3286016290645,41892.1675239608,"bp",NA,NA
14547,3490,127.03889579722,38.8930746241276,23215.5922117404,"bp",NA,NA
17129,645,127.039317252119,8.12563268595598,13224.2024011829,"bp",NA,NA
9652,1905,127.039093712711,32.4352335245692,56150.828283253,"bp",NA,NA
13846,4371,127.039107065571,43.6171641943455,26152.3770972876,"bp",NA,NA
17454,6787,127.039198101813,48.8792621920663,11526.6371055603,"bp",NA,NA
4687,2099,302.062491540692,46.6189331496262,171951.595254355,"bp",NA,NA
3455,125,167.05502504553,46.318880457542,259410.261403637,"potential bp",12,1
7024,218,402.358685721245,44.048255651837,96611.4657024842,"bp|isotope",1,1
6518,125,415.127314834554,46.141999002024,108207.179977644,"",NA,NA
11854,6788,451.302950587938,48.8792621920663,36624.4890416834,"bp",NA,NA
15670,6179,276.261725112623,54.3988658341632,18958.3851684261,"potential bp|isotope",0,1
6454,3605,556.441704417476,42.2497772942718,109714.08831161,"bp",NA,NA
8820,3794,321.239700200281,37.2640484209621,66491.027239566,"",NA,NA
14832,57,329.038192236336,65.6013650911743,22134.2221933848,"",NA,NA
8951,57,343.109635903157,65.7198227350688,64941.0659427789,"",NA,NA
8481,253,246.231518770959,68.480271882937,70826.5252281834,"potential bp|isotope",5,1
13390,57,579.102543718596,65.4980108644535,28232.7143226665,"potential bp|isotope",9,1
11576,1751,431.39232394102,65.5135561553445,38601.4402476163,"bp|isotope",0,1
8529,57,430.089441395708,65.6625263325807,70131.0976902183,"",NA,NA
3022,229,413.320009680089,73.2853416076332,309292.476913504,"bp",NA,NA
11659,4296,297.082194474497,28.2744797865481,37944.5917030902,"",NA,NA
8407,1760,264.240224033649,66.1772966729072,71732.0233341706,"bp",NA,NA
2407,253,426.269592655198,68.5605461966673,415780.59093533,"bp|isotope",4,1
1610,57,378.26977228725,65.6283171765522,663100.376180074,"potential bp|isotope",16,1
11915,4484,405.199392390748,73.4598216495313,36207.8503776723,"bp",NA,NA
17942,7108,741.290075458316,76.2320435952353,8294.25309680576,"bp",NA,NA
12012,1516,365.345068143967,79.1438768533276,35516.1959433241,"bp|isotope",0,1
8308,1464,467.276534503791,79.9265124498709,73327.3912903891,"bp",0,1
8731,8098,452.39400702351,62.7960109423809,67604.1234844996,"bp",NA,NA
10283,42,573.433422622976,80.7909040690869,49375.8534150092,"",NA,NA
7445,1484,405.299292385491,82.9738309903068,88236.0286832941,"bp|isotope",0,1
14973,2746,405.298398448518,86.1521024819059,21588.5068870952,"",NA,NA
7670,50,257.247915042282,77.0306408771245,84619.5462313105,"",NA,NA
9672,1492,743.543964465339,82.1675323416509,55903.2583566895,"bp",NA,NA
14028,6942,325.201933414918,83.6098106484252,25336.9219563897,"bp",NA,NA
1276,2051,158.997353981016,30.8658473895103,863065.952173223,"bp",NA,NA
5360,2803,158.997340703761,71.3523968038381,142725.280951066,"bp",NA,NA
3778,1887,158.997310805362,34.0233984454044,233686.303620819,"bp",NA,NA
357,57,377.266425229129,65.9396513088376,3309977.86902481,"potential bp",16,1
10821,1536,530.40573886287,78.5179483899709,44630.9484432417,"bp",NA,NA
12032,161,337.16745103398,94.6306753969843,35441.5872263475,"",NA,NA
8742,33,241.040017017339,99.530118255266,67472.1788984303,"",NA,NA
11694,33,284.044720677296,99.2156774078368,37739.2585288972,"potential bp|isotope",3,1
14676,33,270.976781337296,99.2572887342101,22702.3024631818,"",NA,NA
1365,108,380.285500353545,86.5795502534951,795809.850931377,"bp|isotope",0,1
12090,33,503.107329961704,99.0582046894579,34968.2955369804,"",NA,NA
10880,3893,652.122776017991,101.172881444009,44126.5632245472,"bp",NA,NA
11819,33,672.222477694623,98.6142078339409,36948.5363398102,"",NA,NA
7306,6929,406.300819093841,104.410423666125,90893.565834275,"bp",NA,NA
12149,8268,502.409857829789,110.102093334778,34606.3236083495,"bp",NA,NA
14305,2867,685.564706558191,57.7231654209144,24231.6466321053,"bp",NA,NA
11809,2919,685.564880453558,61.9188012917166,36998.063827991,"bp",NA,NA
15876,3796,685.564748596582,37.9546089109918,18205.9543295095,"bp",NA,NA
11705,2577,685.564801432303,52.6950844585199,37670.9648866604,"bp",NA,NA
8621,1906,685.564894011668,32.2639472336446,68919.9747904734,"bp",NA,NA
15655,4879,685.564626406335,89.7251007381186,19032.1228589962,"bp",NA,NA
8784,3575,381.079689901041,95.0450738466175,66959.5201574635,"bp",NA,NA
16239,4405,381.080701591187,118.652356829374,16875.4895817526,"bp",NA,NA
12980,5933,381.079657044499,109.715736607697,30055.3548607496,"bp",NA,NA
16338,1493,381.079834967991,81.8793024664507,16526.9072601827,"bp",NA,NA
14579,2905,381.07954801802,87.5412518475224,23104.2582412364,"",NA,NA
17333,7038,381.079896719441,112.775609476087,12169.2355502043,"bp",NA,NA
13858,130,631.464012313851,118.904995312755,26121.4832024006,"",NA,NA
15626,137,239.076063787783,120.419212986225,19150.3304464309,"",NA,NA
1649,3152,353.266463225185,118.811762536885,647649.548212531,"bp",NA,NA
1289,3576,353.266719811311,94.9478953447774,854568.288251924,"bp",NA,NA
14910,137,976.778536461873,120.453419846489,21836.962212972,"potential bp|isotope",2,1
10210,3153,321.21012491376,119.845057441158,50035.0300672458,"bp",NA,NA
15929,2,501.245897269374,121.801941527029,17985.898326416,"",NA,NA
8829,864,281.165877449311,121.936264261184,66450.8918865563,"bp",NA,NA
12620,2713,281.165712670324,108.225294468312,31922.1599115006,"bp",NA,NA
15065,4147,281.16595806615,111.592755914092,21194.9262099243,"bp",NA,NA
12384,2,442.308058021174,121.318574319414,33252.4248679938,"potential bp|isotope",1,1
14424,439,725.516639183514,122.830491180919,23748.0264703809,"",NA,NA
9053,130,321.238616693632,119.605478521334,63800.6564001349,"",NA,NA
9585,137,465.315982111227,120.653151023563,57051.458872846,"",NA,NA
7531,8269,442.357868895937,110.31878820863,86841.1101700666,"bp",NA,NA
11162,52,151.026077163879,99.8525622434584,41733.1455445335,"",NA,NA
10362,1004,151.027127335154,131.558376716425,48654.1043365682,"bp",NA,NA
4328,3147,140.068351247103,119.250179963189,193045.828953809,"bp",NA,NA
6871,102,313.273810808626,129.735092008549,99741.0086378979,"",NA,NA
8287,13,299.027057132754,131.966987679235,73627.5691472205,"potential bp",20,1
16285,13,300.027024466323,132.061423077817,16703.0309146969,"potential bp|isotope",20,1
15265,13,287.9947717614,131.985664892996,20449.369078817,"potential bp|isotope",17,1
16825,13,418.125605538991,132.028494233115,14556.6437899171,"potential bp|isotope",4,1
1957,3324,301.063338143928,127.631357875217,529320.973831129,"bp",NA,NA
1676,1005,301.05989231599,132.396689661579,633881.813831141,"bp",NA,NA
10735,13,374.09655166778,131.838048389295,45368.5559384374,"potential bp|isotope",8,1
16776,144,564.165659714394,127.482761653145,14720.2063693184,"",NA,NA
16889,3134,564.165777066298,119.930633634726,14212.2245120543,"",NA,NA
13496,4265,563.167325528824,133.106817519299,27771.7334717227,"bp",NA,NA
16331,2625,787.481630974399,135.80272811738,16545.0150738925,"bp|isotope",0,1
8733,137,573.433364816713,120.393060009751,67566.8827745864,"",NA,NA
1197,13,708.173730261542,132.300773872893,918635.298253475,"potential bp|isotope",15,1
12414,146,595.153356430414,148.056861819188,33088.1853269626,"",NA,NA
9971,127,469.317311962289,150.124044010607,52599.2598693766,"potential bp|isotope",4,1
12755,227,491.485984067427,151.981764866819,31135.0419809241,"potential bp|isotope",1,1
4405,137,441.354633221116,120.637308769403,187557.080602319,"",NA,NA
10654,3093,340.350444876646,149.413920934903,46158.4724728629,"bp|isotope",0,1
17922,16,300.028390719575,157.991471002426,8498.17424646447,"",NA,NA
10629,219,284.045108721336,156.288198400318,46386.8744891073,"",NA,NA
14780,16,339.038577857114,157.042785113655,22312.2496569179,"",NA,NA
11212,16,490.147073256477,157.34163161461,41375.2135389089,"",NA,NA
8714,16,224.064789653256,156.851278255757,67808.4474067231,"",NA,NA
7791,16,286.010601206177,157.107804434962,82578.117451325,"",NA,NA
9048,137,372.101977575956,120.527149856757,63847.5620693586,"",NA,NA
6125,3096,372.101809305408,150.067819692934,118694.709082917,"bp",NA,NA
9536,173,282.052011778141,146.695778173404,57723.873350929,"",NA,NA
11851,152,689.347642464661,163.99380465477,36667.9866758289,"potential bp",8,1
16166,152,661.268971770981,164.045479653107,17123.1586788693,"potential bp|isotope",4,1
5390,303,223.063959217146,117.06327940012,142026.639729875,"",NA,NA
8753,146,223.063984306315,147.811685464914,67329.0494867879,"",NA,NA
2977,152,622.313970114943,163.89831430284,316799.457354126,"",NA,NA
545,97,612.163643108377,155.432964901019,2171720.29380181,"bp",NA,NA
5720,4872,479.392386510502,89.5705148249902,130374.03309082,"bp|isotope",0,1
6229,5302,441.297809375311,162.69541374948,116072.545647,"bp",NA,NA
14463,24,301.009882145628,186.097007814664,23572.8185622386,"",NA,NA
15059,24,325.07708934008,186.314247760476,21212.1217375531,"",NA,NA
14656,24,324.986943155833,186.234879224038,22802.6435832861,"",NA,NA
14245,105,374.095131956622,187.11086132017,24467.6185740751,"",NA,NA
13295,24,229.003808392762,186.439656116184,28674.7371941438,"",NA,NA
6212,79,561.374015113865,182.93615928524,116458.718058183,"potential bp",8,1
11338,24,799.182472652283,186.19376922661,40385.6750046162,"potential bp",15,1
13662,24,896.275669514945,185.240494909191,26975.221420202,"",NA,NA
8194,303,299.062718108014,117.148108039276,75366.716467045,"",NA,NA
7796,173,299.062038434046,146.465934124815,82496.6631628868,"",NA,NA
4911,24,903.262702680146,186.187812804806,160764.759990835,"potential bp",16,1
15213,433,342.018416782009,176.557607439487,20632.1801335755,"",NA,NA
8804,4412,385.346216827704,189.951379914288,66659.0307352236,"bp",0,1
7994,4415,496.348400436963,189.812779690379,78970.8692813823,"bp|isotope",0,1
5445,4416,529.389123094631,190.524092984219,139557.137264355,"bp",NA,NA
9057,143,341.0180840782,177.305640557297,63774.0081296794,"",NA,NA
15765,4509,1075.28560469992,194.902063550042,18571.7724288872,"bp",NA,NA
173,17,702.216503426366,132.562683344684,7363283.03252176,"bp",NA,NA
9098,4515,493.387979171529,194.897937674171,63176.220950298,"bp",NA,NA
10230,293,686.182730640873,209.518603501355,49843.8518787823,"",NA,NA
4246,195,484.472259339616,200.205925204153,198161.799928225,"potential bp",1,1
7856,2611,376.377714177327,155.175292030397,81266.1408128893,"",NA,NA
11500,358,449.439109888725,188.573787341843,39179.6496419956,"potential bp|isotope",1,1
11571,203,549.379630542389,214.000073249195,38624.6570757474,"potential bp|isotope",0,1
7715,1327,552.478931343203,219.50192330831,83887.6868587212,"bp",NA,NA
15963,34,983.329944686888,220.038759869282,17870.1690517623,"potential bp|isotope",0,1
11252,34,343.014876420391,220.490376047257,41012.7135280702,"",NA,NA
13896,34,490.146992925797,220.464926016115,25913.5455004366,"",NA,NA
12183,4499,778.227736347187,222.382273675685,34350.0739965509,"potential bp",0,1
9221,34,223.063878774112,220.805354400583,61673.0599891983,"",NA,NA
14599,76,985.236950253222,224.807505440408,23026.6206770892,"",NA,NA
6839,76,510.414192472446,224.90764171122,100405.640443755,"bp|isotope",13,1
10639,155,285.009967032735,211.516141496616,46306.9072340246,"",NA,NA
2057,2866,184.073361076277,57.2007285346517,498413.649011854,"bp",0,1
11147,155,341.018108469183,211.669446385354,41872.8777522681,"",NA,NA
11142,5491,708.543810767301,229.90199376846,41908.5555816363,"bp|isotope",1,1
9994,155,356.070753202705,211.459010536795,52375.7994796318,"",NA,NA
7579,4499,356.070674939545,223.623141499147,85978.5478421223,"",NA,NA
10429,93,598.534179889293,235.210789916997,48095.724862812,"potential bp",11,1
5948,76,230.183299152314,225.904737127867,123696.857449128,"potential bp|isotope",14,1
9377,93,230.183245016358,235.407423550204,59624.126190728,"potential bp|isotope",7,1
14580,151,1045.85129083067,243.074066828985,23095.0506053089,"potential bp|isotope",4,1
9161,6819,537.392040663734,246.156867673101,62441.7725581844,"bp",NA,NA
12617,456,907.527707238535,246.339480743167,31924.3106923305,"",NA,NA
12599,6820,673.539777231897,246.562662933542,32024.6052875776,"bp",NA,NA
13748,3224,985.259371710053,248.434017576288,26620.544467787,"bp",0,1
8860,1990,587.463532909307,250.925119491133,66080.1918320723,"bp",0,1
15266,46,385.043850443322,259.103939033606,20447.1468319115,"",NA,NA
7211,3744,1043.31265101567,258.006339496633,92882.9228572214,"potential bp|isotope",0,1
4333,46,782.567039902849,260.053064880593,192528.989948787,"",NA,NA
15766,129,878.246168264911,267.791321232773,18571.7197572309,"potential bp|isotope",0,1
10374,46,445.119610768592,259.308547933699,48567.2619144789,"",NA,NA
13518,129,445.119589011292,267.308337529497,27705.2804676901,"",NA,NA
14309,67,839.206367860494,249.983986802662,24207.972450277,"potential bp|isotope",14,1
12977,386,285.009910255877,251.057822068243,30065.5019311912,"",NA,NA
10798,65,601.557940147831,272.806309499598,44799.4397476365,"potential bp|isotope",2,1
13063,65,986.236182926513,271.974875641007,29690.3978953903,"potential bp|isotope",0,1
10494,198,813.58233990769,275.237055556899,47579.9482879673,"potential bp",1,1
11040,386,281.051255071811,251.210536001304,42793.7118673953,"",NA,NA
4876,65,514.454436325153,272.750621173897,162211.7852568,"",NA,NA
14677,198,927.716139075454,275.10697849565,22698.941835456,"potential bp|isotope",2,1
12741,3911,602.428148913544,277.94050383845,31202.3701290001,"bp|isotope",0,1
8228,3222,609.439590227105,247.33563908333,74834.7541018449,"potential bp|isotope",1,1
4698,4333,609.448607054424,270.980407919842,171230.370104004,"bp",0,1
2431,65,552.410925075771,271.782945957234,410378.911658275,"",NA,NA
3764,76,355.070147563173,224.097227593274,234668.392098738,"",NA,NA
4261,4331,925.709666345059,271.003138311212,197414.44638061,"potential bp",0,1
6814,198,925.70958486507,275.307791182213,100946.925520583,"potential bp",2,1
13290,62,637.437305525617,283.733930746652,28693.472123386,"",NA,NA
4948,62,540.467243051294,283.512387370459,159450.068313581,"potential bp|isotope",2,1
4905,62,559.502257269196,283.813239437159,161069.615907996,"potential bp|isotope",8,1
7675,4606,808.581292637996,269.203889815794,84566.6162796782,"bp",NA,NA
10056,3536,758.622967662187,288.690801195596,51706.7703312662,"bp|isotope",0,1
2514,3533,490.424874878314,288.994571342786,395016.069994139,"bp",NA,NA
2569,134,676.292024896625,296.83336187871,382213.513994008,"bp|isotope",7,1
8816,458,283.2266828241,286.612990411651,66503.3970830742,"",NA,NA
9461,54,1098.23242453949,302.450557806077,58596.7879106413,"",NA,NA
1431,1889,613.507673961094,33.0746969190386,755132.634137755,"",NA,NA
2619,4656,613.507760352115,198.392243384534,371918.644123571,"bp",NA,NA
5150,2555,613.507927161592,234.983744384547,150107.506353516,"bp",NA,NA
3259,4091,613.507879980922,199.427922099812,281719.588026041,"bp",NA,NA
4302,4697,613.507807067507,175.250631521578,194528.25174375,"bp",NA,NA
5544,3034,613.50774622546,46.372712145726,136302.384648438,"bp",NA,NA
4144,1775,613.507704115376,65.4445789049772,204988.916073317,"bp",NA,NA
4094,1316,613.507703342241,99.1195105439857,209269.135497972,"bp",NA,NA
903,2630,613.508050363262,136.047468995647,1301465.70190425,"bp",NA,NA
2323,6749,613.507804386894,218.889814400441,432627.465912662,"bp",NA,NA
4231,6850,613.507801642332,263.558684440294,199276.646714845,"bp",NA,NA
9625,54,1118.32982000063,301.645065610806,56635.010866664,"potential bp|isotope",6,1
4808,3768,685.564809137736,144.906194094854,165739.03358833,"bp|isotope",0,1
15970,1996,685.56482573929,250.245074938856,17829.376626123,"bp",NA,NA
15995,1878,685.564419160087,284.777633048531,17734.4242096518,"bp",NA,NA
12586,6387,685.564770027334,216.475399230211,32118.0956032471,"bp",NA,NA
10444,4215,685.564271283944,166.751890784529,47941.6594276443,"bp",NA,NA
13573,5384,685.564202209985,171.65425921237,27414.8890305664,"bp",NA,NA
12538,4698,685.56445300991,175.747731370057,32414.4136655095,"bp",NA,NA
7990,2641,834.604183526294,309.862804230047,79037.2906540002,"bp",0,1
10525,100,825.560650107703,310.231050294995,47284.4568536672,"potential bp|isotope",0,1
3555,1879,611.464632061537,283.332165089606,250937.684251672,"bp",NA,NA
7549,2764,578.449092818269,314.201313781009,86609.3437202325,"bp|isotope",0,1
4903,5046,605.441428648292,300.089550642959,161131.906804882,"",NA,NA
7033,175,788.522073112155,319.953005552926,96491.705438419,"potential bp",2,1
14605,7024,533.455582688444,318.571481083527,23012.0988761102,"bp",NA,NA
8274,40,781.573465250558,322.891135660713,73907.1495250797,"",NA,NA
9770,175,604.537609882086,320.452020862233,54771.3238214722,"potential bp|isotope",1,1
8514,4189,702.562546667314,138.267058457052,70331.5753385641,"bp",NA,NA
12345,5166,702.5618446263,168.50756735932,33502.2531767913,"bp",NA,NA
8378,467,702.561987922956,195.683560143414,72133.0284446208,"bp|isotope",0,1
8330,462,702.559395282955,295.210027599033,72953.3856120499,"bp|isotope",1,1
5285,2540,702.551794748196,327.365716208361,145957.478818162,"bp",NA,NA
14000,1951,702.562122586438,272.675722733167,25425.5985561993,"bp|isotope",0,1
8159,4735,702.562246617899,215.543253335986,75910.5839470216,"bp|isotope",0,1
11818,3225,702.561919616891,247.443300739908,36954.5669335818,"bp|isotope",0,1
10913,3357,702.56245238551,307.313159163827,43877.5696233443,"bp",NA,NA
8515,4490,702.562121953149,180.132471950035,70320.3039630076,"bp|isotope",0,1
11250,2181,702.562089843698,224.880354455455,41021.7605530203,"bp",NA,NA
14457,6686,702.562312936162,237.607975064575,23600.1712526367,"bp|isotope",0,1
12936,728,702.562128535735,261.756495337215,30207.8649014993,"bp",NA,NA
11070,4456,702.562011360777,151.895539954366,42542.9285220704,"bp",NA,NA
9025,4699,702.56176194095,174.37359877538,64218.5197271745,"bp",NA,NA
12359,1871,702.562031470106,283.379491297366,33422.8897798711,"",NA,NA
11228,5035,702.562289897853,317.858544687066,41220.349045971,"bp",NA,NA
11760,5188,702.562313236583,210.033225953286,37368.0032518342,"bp|isotope",0,1
